"Id","Name","StageName","Type","Amount","Probability","CloseDate","LeadSource","IsClosed","IsWon","AccountId","Account.Name"
"NADUQY0ZO6LWVZQFYE","Forge Solutions - New Customer - 02300","Prospecting","New Customer","132314.43","16","2025-10-21","Web","false","false","Forge Solutions","#N/A"
"M9MPI0L4JCA5VCWIJ5","Quantum Technologies - Existing Customer - Downgrade - 02301","Prospecting","Existing Customer - Downgrade","4714.98","20","2025-10-28","Purchased List","false","false","Quantum Technologies","#N/A"
"2QV7JWO495ACI2BBOT","Summit Capital - Existing Customer - Replacement - 02302","Closed Won","Existing Customer - Replacement","44935.83","95","2026-01-03","Trade Show","true","true","Summit Capital","#N/A"
"Y5FWI00ZSZSEBFZVOX","Pulse Enterprises - Existing Customer - Downgrade - 02303","Negotiation/Review","Existing Customer - Downgrade","46731.7","77","2025-10-07","Partner Referral","false","false","Pulse Enterprises","#N/A"
"XYFGREAWZR0UC34IC8","Apex Ventures - Existing Customer - Replacement - 02304","Qualification","Existing Customer - Replacement","16716.5","29","2025-03-26","Trade Show","false","false","Apex Ventures","#N/A"
"YIEGPSTKYKXCCMWDLV","Ember Logic - New Customer - 02305","Closed Lost","New Customer","109437.27","0","2025-11-24","Phone Inquiry","true","false","Ember Logic","#N/A"
"GXPCL59DOTHGSYU0R9","Ember Technologies - Existing Customer - Upgrade - 02306","Closed Won","Existing Customer - Upgrade","8918.72","93","2026-06-12","Web","true","true","Ember Technologies","#N/A"
"ZVJQE4JDFD4C2LHIJE","Stratos Group - Existing Customer - Upgrade - 02307","Value Proposition","Existing Customer - Upgrade","150413.3","37","2025-12-13","Purchased List","false","false","Stratos Group","#N/A"
"BOSPUSEMCTGERCENGF","Matrix Global - New Customer - 02308","Needs Analysis","New Customer","94990.47","22","2026-04-16","Employee Referral","false","false","Matrix Global","#N/A"
"QNEWFI7GTO1MJZNBWR","Apex Innovations - Existing Customer - Downgrade - 02309","Closed Won","Existing Customer - Downgrade","185117.77","95","2026-01-13","Employee Referral","true","true","Apex Innovations","#N/A"
"TBXBCVI0CYZN7GW4AX","Prism Ventures - Existing Customer - Replacement - 02310","Closed Won","Existing Customer - Replacement","27164.34","92","2025-03-26","Trade Show","true","true","Prism Ventures","#N/A"
"XLSUS1XQKOAWQF9794","Orbit Works - Existing Customer - Downgrade - 02311","Id. Decision Makers","Existing Customer - Downgrade","5936.45","51","2025-12-29","Web","false","false","Orbit Works","#N/A"
"UXKCFJXX7BJU4CAYOA","Vanguard Industries - New Customer - 02312","Qualification","New Customer","40022.6","10","2025-08-28","External Referral","false","false","Vanguard Industries","#N/A"
"RG3MBJGRGKDMRMX6U0","Pulse Technologies - New Customer - 02313","Qualification","New Customer","32645.73","22","2025-03-25","Phone Inquiry","false","false","Pulse Technologies","#N/A"
"VPBZHNLV75Z8MNOKHF","Orbit Technologies - Existing Customer - Downgrade - 02314","Closed Lost","Existing Customer - Downgrade","405006.56","7","2025-07-10","Phone Inquiry","true","false","Orbit Technologies","#N/A"
"8INB3PJDF2ZPSIK9SH","Vertex Enterprises - Existing Customer - Replacement - 02315","Closed Won","Existing Customer - Replacement","191586.49","100","2025-07-21","Partner Referral","true","true","Vertex Enterprises","#N/A"
"IKY2MDZMNPICUBSWLD","Cascade Ventures - Existing Customer - Upgrade - 02316","Value Proposition","Existing Customer - Upgrade","115438.59","49","2025-12-09","External Referral","false","false","Cascade Ventures","#N/A"
"M8ZVO9NCMSO9F1J4SH","Pinnacle Networks - Existing Customer - Replacement - 02317","Closed Won","Existing Customer - Replacement","3932.21","91","2025-09-26","External Referral","true","true","Pinnacle Networks","#N/A"
"S1UWPFHYWSKFQ3VUMW","Titan Ventures - New Customer - 02318","Qualification","New Customer","1120558.72","24","2026-01-28","Trade Show","false","false","Titan Ventures","#N/A"
"SK1ARW7GSAOQ4G9YE7","Pulse Logic - Existing Customer - Downgrade - 02319","Closed Won","Existing Customer - Downgrade","127813.41","91","2025-09-04","External Referral","true","true","Pulse Logic","#N/A"
"A5VHQNXMY5WCNQY9FB","Atlas Analytics - Existing Customer - Downgrade - 02320","Qualification","Existing Customer - Downgrade","53430.24","15","2025-11-05","Other","false","false","Atlas Analytics","#N/A"
"BKAAYB720RUC31SGTY","Onyx Systems - New Customer - 02321","Closed Lost","New Customer","8918.37","7","2025-05-15","External Referral","true","false","Onyx Systems","#N/A"
"NFQBD63YSYGTKT3CCE","Cascade Global - Existing Customer - Upgrade - 02322","Qualification","Existing Customer - Upgrade","203178.56","17","2025-09-08","Trade Show","false","false","Cascade Global","#N/A"
"5I7USSLNYXHNNX48AF","Cobalt Innovations - Existing Customer - Downgrade - 02323","Closed Won","Existing Customer - Downgrade","24093.13","100","2025-06-05","External Referral","true","true","Cobalt Innovations","#N/A"
"QBWWQZCC60U0UVD7BM","Stellar Networks - Existing Customer - Upgrade - 02324","Closed Won","Existing Customer - Upgrade","296333.62","100","2025-07-31","Web","true","true","Stellar Networks","#N/A"
"NADKTKFGFOPABCPZKC","Atlas Works - New Customer - 02325","Value Proposition","New Customer","190337.88","46","2026-06-25","Phone Inquiry","false","false","Atlas Works","#N/A"
"AT9EB5KV5WBOII87GS","Prism Industries - Existing Customer - Replacement - 02326","Qualification","Existing Customer - Replacement","2658.44","24","2025-09-29","Partner Referral","false","false","Prism Industries","#N/A"
"WGOVC85Z2CTJWFFFXF","Titan Works - Existing Customer - Downgrade - 02327","Proposal/Price Quote","Existing Customer - Downgrade","21890.52","73","2025-05-18","Web","false","false","Titan Works","#N/A"
"PX4U2TVGDT1TNYYNHD","Zenith Logic - Existing Customer - Upgrade - 02328","Closed Lost","Existing Customer - Upgrade","355807.25","8","2026-07-10","Web","true","false","Zenith Logic","#N/A"
"J00RQA2THMYULWDKVK","Matrix Enterprises - Existing Customer - Upgrade - 02329","Closed Won","Existing Customer - Upgrade","27916.53","94","2025-04-25","External Referral","true","true","Matrix Enterprises","#N/A"
"K4HJGWVJVDMXCE2OGO","Pulse Global - Existing Customer - Replacement - 02330","Negotiation/Review","Existing Customer - Replacement","55457.96","80","2026-08-13","Partner Referral","false","false","Pulse Global","#N/A"
"L6RZQLBQKCJEQ8BAPL","Cascade Networks - Existing Customer - Replacement - 02331","Qualification","Existing Customer - Replacement","306643.16","24","2025-11-10","Purchased List","false","false","Cascade Networks","#N/A"
"5DV3RH2TRRG433NC9U","Zenith Systems - New Customer - 02332","Closed Lost","New Customer","44286.45","10","2025-12-23","Web","true","false","Zenith Systems","#N/A"
"MLBIL20ALKZ7TLZ185","Onyx Technologies - Existing Customer - Replacement - 02333","Closed Won","Existing Customer - Replacement","14755.95","96","2025-11-20","Other","true","true","Onyx Technologies","#N/A"
"OGQWAFEJRJBU5EVHRN","Quantum Systems - New Customer - 02334","Closed Won","New Customer","6026.34","93","2025-08-28","External Referral","true","true","Quantum Systems","#N/A"
"WV6E6I8S51HM1B0I2A","Pinnacle Digital - Existing Customer - Replacement - 02335","Negotiation/Review","Existing Customer - Replacement","78589.32","90","2026-06-12","Other","false","false","Pinnacle Digital","#N/A"
"BPIRBGOLZIHWQY0VVQ","Orbit Technologies - Existing Customer - Downgrade - 02336","Qualification","Existing Customer - Downgrade","14659.8","29","2026-08-17","Web","false","false","Orbit Technologies","#N/A"
"O4XU2HXS4RXCARVPAZ","Pinnacle Networks - New Customer - 02337","Negotiation/Review","New Customer","439253.75","80","2026-05-20","External Referral","false","false","Pinnacle Networks","#N/A"
"VKR8LLEVJDKZWGA1MQ","Prism Group - Existing Customer - Upgrade - 02338","Value Proposition","Existing Customer - Upgrade","17525.04","40","2025-05-19","External Referral","false","false","Prism Group","#N/A"
"DRYCMBMPYQXUMVHSGP","Cascade Ventures - Existing Customer - Upgrade - 02339","Value Proposition","Existing Customer - Upgrade","102085.38","50","2025-10-08","Other","false","false","Cascade Ventures","#N/A"
"1PQ7C2GODW0MCYO4H8","Apex Corp - New Customer - 02340","Negotiation/Review","New Customer","44560.71","80","2025-04-02","External Referral","false","false","Apex Corp","#N/A"
"3GDGZN0ISMCIB5NTSZ","Meridian Capital - Existing Customer - Downgrade - 02341","Proposal/Price Quote","Existing Customer - Downgrade","20307.35","78","2025-03-20","Partner Referral","false","false","Meridian Capital","#N/A"
"AYJ7MGBS4BPELC3YDX","Cipher Innovations - Existing Customer - Replacement - 02342","Id. Decision Makers","Existing Customer - Replacement","203026.83","55","2025-10-22","Partner Referral","false","false","Cipher Innovations","#N/A"
"HPDWUV4NLEGYJXMWAJ","Orbit Ventures - Existing Customer - Downgrade - 02343","Closed Lost","Existing Customer - Downgrade","15715.71","6","2026-01-22","Trade Show","true","false","Orbit Ventures","#N/A"
"FFTKZXGZVBEXHOTYGT","Flux Digital - Existing Customer - Downgrade - 02344","Needs Analysis","Existing Customer - Downgrade","10330.36","39","2025-09-15","Partner Referral","false","false","Flux Digital","#N/A"
"D2GNIP28GDWIE4VOL3","Pinnacle Enterprises - Existing Customer - Downgrade - 02345","Needs Analysis","Existing Customer - Downgrade","10946.48","26","2025-11-10","External Referral","false","false","Pinnacle Enterprises","#N/A"
"TY5CJBNNKRBBWVRNPN","Vertex Technologies - Existing Customer - Downgrade - 02346","Value Proposition","Existing Customer - Downgrade","26497.21","35","2026-03-11","Web","false","false","Vertex Technologies","#N/A"
"PLBMCIYCX0J5TUALCH","Cipher Solutions - Existing Customer - Downgrade - 02347","Perception Analysis","Existing Customer - Downgrade","92380.89","69","2025-11-17","Phone Inquiry","false","false","Cipher Solutions","#N/A"
"NLMN1PZBVUIXAMJSCI","Flux Technologies - New Customer - 02348","Qualification","New Customer","26348.29","13","2026-04-25","Employee Referral","false","false","Flux Technologies","#N/A"
"FNZRMRHHOXGFRPVYBA","Meridian Services - Existing Customer - Upgrade - 02349","Qualification","Existing Customer - Upgrade","33666.85","23","2026-03-03","Web","false","false","Meridian Services","#N/A"
"ZXKK0JUXA15WLJCBGF","Horizon Technologies - Existing Customer - Replacement - 02350","Closed Lost","Existing Customer - Replacement","59570.94","4","2026-04-28","Trade Show","true","false","Horizon Technologies","#N/A"
"A27EF9LHTBYNH7F1N0","Matrix Capital - Existing Customer - Downgrade - 02351","Id. Decision Makers","Existing Customer - Downgrade","47251.72","45","2026-01-20","External Referral","false","false","Matrix Capital","#N/A"
"UQY0AQE1EZBLPP3RHA","Quantum Analytics - Existing Customer - Downgrade - 02352","Qualification","Existing Customer - Downgrade","74206.86","11","2025-12-01","Purchased List","false","false","Quantum Analytics","#N/A"
"7GKAHPIERPOHFIVEJM","Quantum Services - Existing Customer - Upgrade - 02353","Perception Analysis","Existing Customer - Upgrade","81109.81","68","2025-07-30","Employee Referral","false","false","Quantum Services","#N/A"
"P9ZYAFLAOB09SSAW4G","Peak Enterprises - Existing Customer - Upgrade - 02354","Proposal/Price Quote","Existing Customer - Upgrade","9556.4","74","2026-03-25","Partner Referral","false","false","Peak Enterprises","#N/A"
"VM14SFEGFSFDNP0AW1","Atlas Dynamics - Existing Customer - Downgrade - 02355","Id. Decision Makers","Existing Customer - Downgrade","5068.02","58","2026-06-23","Web","false","false","Atlas Dynamics","#N/A"
"MDACYJSFD7AB7CVTV2","Stellar Global - Existing Customer - Replacement - 02356","Qualification","Existing Customer - Replacement","62230.78","22","2026-06-18","Phone Inquiry","false","false","Stellar Global","#N/A"
"BXCUCMRN1PQRPC0OHI","Catalyst Services - New Customer - 02357","Closed Lost","New Customer","132827.18","5","2025-10-29","Employee Referral","true","false","Catalyst Services","#N/A"
"MFRM0ZSB2PTS0XKFIM","Quantum Group - Existing Customer - Downgrade - 02358","Qualification","Existing Customer - Downgrade","16778.37","11","2025-08-17","Partner Referral","false","false","Quantum Group","#N/A"
"54ZZV0I8W6NONOIVWJ","Nova Global - Existing Customer - Upgrade - 02359","Prospecting","Existing Customer - Upgrade","53348.17","4","2026-06-05","Partner Referral","false","false","Nova Global","#N/A"
"QM5K3ZYSGPXLEJGJCD","Helix Ventures - Existing Customer - Replacement - 02360","Closed Won","Existing Customer - Replacement","72176.31","93","2025-08-02","Other","true","true","Helix Ventures","#N/A"
"ER19HRPLVWY2P14ANU","Nexus Technologies - New Customer - 02361","Negotiation/Review","New Customer","152522.95","80","2026-02-01","Phone Inquiry","false","false","Nexus Technologies","#N/A"
"QTIQSRDGT8GUR7APZX","Stellar Labs - Existing Customer - Downgrade - 02362","Prospecting","Existing Customer - Downgrade","709582.42","3","2025-12-03","Web","false","false","Stellar Labs","#N/A"
"BI1INGARLXQX8ODWQC","Meridian Systems - Existing Customer - Replacement - 02363","Negotiation/Review","Existing Customer - Replacement","34765.3","79","2026-06-26","Partner Referral","false","false","Meridian Systems","#N/A"
"9TNXXOMASWBBXIMT7R","Quantum Global - Existing Customer - Replacement - 02364","Proposal/Price Quote","Existing Customer - Replacement","26497.67","66","2025-12-11","Web","false","false","Quantum Global","#N/A"
"NL39CYW4HCMIDU5PIV","Pulse Industries - New Customer - 02365","Id. Decision Makers","New Customer","53798.8","50","2025-08-12","Employee Referral","false","false","Pulse Industries","#N/A"
"2MZV9UOY9MMESA8IBJ","Apex Capital - Existing Customer - Upgrade - 02366","Closed Won","Existing Customer - Upgrade","37569.43","97","2025-04-03","Partner Referral","true","true","Apex Capital","#N/A"
"BDJGLJEKZ1BCJ53C6U","Horizon Global - New Customer - 02367","Closed Won","New Customer","10426.54","91","2025-03-17","Employee Referral","true","true","Horizon Global","#N/A"
"SP3E1QIEPIOG4PLHNQ","Catalyst Enterprises - Existing Customer - Downgrade - 02368","Closed Won","Existing Customer - Downgrade","23439.46","93","2026-03-18","Employee Referral","true","true","Catalyst Enterprises","#N/A"
"KTGRRR6SLEJP6ANKHQ","Nexus Systems - Existing Customer - Upgrade - 02369","Proposal/Price Quote","Existing Customer - Upgrade","82385.75","62","2026-03-24","Phone Inquiry","false","false","Nexus Systems","#N/A"
"QEWZVGFP4J8QPH3OXN","Summit Technologies - New Customer - 02370","Id. Decision Makers","New Customer","59450.87","57","2026-04-20","Phone Inquiry","false","false","Summit Technologies","#N/A"
"UW5PIRMJNQM7KTHGSL","Summit Corp - Existing Customer - Upgrade - 02371","Qualification","Existing Customer - Upgrade","44357.55","27","2025-05-02","Web","false","false","Summit Corp","#N/A"
"SCUY3GBSWGPGCUZBQJ","Stellar Partners - Existing Customer - Upgrade - 02372","Prospecting","Existing Customer - Upgrade","35483.91","12","2026-03-23","Purchased List","false","false","Stellar Partners","#N/A"
"83FSNOKFDZXPHHIZYH","Catalyst Industries - Existing Customer - Upgrade - 02373","Id. Decision Makers","Existing Customer - Upgrade","28949.67","42","2026-02-05","Other","false","false","Catalyst Industries","#N/A"
"ZZFTEU3GMYKYWD9Y2N","Titan Industries - New Customer - 02374","Closed Lost","New Customer","73306.81","1","2025-06-23","Web","true","false","Titan Industries","#N/A"
"9MWJ9X0G2QNLDKNUFR","Matrix Solutions - Existing Customer - Upgrade - 02375","Value Proposition","Existing Customer - Upgrade","36718.88","44","2025-08-21","Web","false","false","Matrix Solutions","#N/A"
"8BDZRLSTK4SMZCMMJL","Matrix Solutions - New Customer - 02376","Proposal/Price Quote","New Customer","434996.01","77","2026-02-11","Phone Inquiry","false","false","Matrix Solutions","#N/A"
"SRJPUMTOT6LNJONYH9","Flux Services - Existing Customer - Downgrade - 02377","Id. Decision Makers","Existing Customer - Downgrade","6079.25","48","2026-02-24","Other","false","false","Flux Services","#N/A"
"A5ZRINBIPQQPBIMZYM","Stellar Logic - Existing Customer - Replacement - 02378","Negotiation/Review","Existing Customer - Replacement","25270.51","76","2025-10-09","Partner Referral","false","false","Stellar Logic","#N/A"
"LTZ1COPU1KA75RNFZK","Prism Industries - Existing Customer - Replacement - 02379","Closed Lost","Existing Customer - Replacement","137136.96","1","2026-06-08","Phone Inquiry","true","false","Prism Industries","#N/A"
"W6AZUEW4IQ0WD7SYCU","Cipher Labs - Existing Customer - Downgrade - 02380","Closed Won","Existing Customer - Downgrade","138974.02","100","2026-07-28","Web","true","true","Cipher Labs","#N/A"
"D6HBYKTQFOKFZ6DJZS","Nova Capital - New Customer - 02381","Id. Decision Makers","New Customer","55949.89","45","2025-05-26","Trade Show","false","false","Nova Capital","#N/A"
"XF4GMHXNHGQ9QY9NUI","Pinnacle Dynamics - New Customer - 02382","Proposal/Price Quote","New Customer","50424.53","69","2025-04-22","Purchased List","false","false","Pinnacle Dynamics","#N/A"
"0MN6SPSXGTEUBB3NFZ","Orbit Dynamics - New Customer - 02383","Needs Analysis","New Customer","22302.17","23","2025-11-11","Employee Referral","false","false","Orbit Dynamics","#N/A"
"BTFWFZMKX6ZHZTA47Q","Quantum Analytics - New Customer - 02384","Id. Decision Makers","New Customer","60277.69","54","2025-11-18","Phone Inquiry","false","false","Quantum Analytics","#N/A"
"N8CWMBLVBGBJRYSRWH","Cascade Partners - Existing Customer - Replacement - 02385","Closed Lost","Existing Customer - Replacement","24936.67","6","2025-10-07","Purchased List","true","false","Cascade Partners","#N/A"
"IXQ5PLMPHXYZAG1JUK","Flux Works - Existing Customer - Upgrade - 02386","Id. Decision Makers","Existing Customer - Upgrade","726946.83","43","2025-04-16","Other","false","false","Flux Works","#N/A"
"WHIFE2BG1BCHG4MBG7","Onyx Digital - Existing Customer - Replacement - 02387","Closed Won","Existing Customer - Replacement","43392.12","100","2026-02-09","Partner Referral","true","true","Onyx Digital","#N/A"
"LFYQWEXVI9LY25OQQZ","Stellar Technologies - Existing Customer - Downgrade - 02388","Qualification","Existing Customer - Downgrade","84374.21","16","2025-12-18","Phone Inquiry","false","false","Stellar Technologies","#N/A"
"ZEU37HQ4XJYLM2MPVX","Summit Enterprises - Existing Customer - Upgrade - 02389","Prospecting","Existing Customer - Upgrade","46031.34","20","2025-11-20","Purchased List","false","false","Summit Enterprises","#N/A"
"NCTVRUFVG2SM41JJCR","Peak Dynamics - New Customer - 02390","Closed Won","New Customer","38303.02","100","2026-07-31","Other","true","true","Peak Dynamics","#N/A"
"2KIPSBPKVKWNIYB6A0","Stellar Systems - Existing Customer - Replacement - 02391","Closed Won","Existing Customer - Replacement","567841.89","100","2026-05-14","Partner Referral","true","true","Stellar Systems","#N/A"
"TCGSFFWY9MLZL7ZYMD","Orbit Technologies - Existing Customer - Downgrade - 02392","Closed Won","Existing Customer - Downgrade","193961.53","100","2025-12-17","External Referral","true","true","Orbit Technologies","#N/A"
"H2VWVDAW0EZBVBHIP3","Orbit Systems - Existing Customer - Replacement - 02393","Closed Lost","Existing Customer - Replacement","10295.97","9","2025-03-10","Phone Inquiry","true","false","Orbit Systems","#N/A"
"RTLD3WGGVAZJNAOIXY","Meridian Technologies - Existing Customer - Downgrade - 02394","Id. Decision Makers","Existing Customer - Downgrade","71651.99","48","2025-10-06","Trade Show","false","false","Meridian Technologies","#N/A"
"B2QS75W724YW1EOHMF","Summit Labs - New Customer - 02395","Needs Analysis","New Customer","18583.88","32","2026-01-02","Phone Inquiry","false","false","Summit Labs","#N/A"
"SW2IOOOUQXGS0U4ULT","Ember Works - Existing Customer - Replacement - 02396","Id. Decision Makers","Existing Customer - Replacement","267747.47","54","2026-04-22","Employee Referral","false","false","Ember Works","#N/A"
"8FIFD7BPRVUPWVDCUL","Vanguard Labs - Existing Customer - Upgrade - 02397","Closed Won","Existing Customer - Upgrade","9402.22","91","2025-11-20","Web","true","true","Vanguard Labs","#N/A"
"LRR2GE2BMGK3P5ZAGM","Stratos Analytics - Existing Customer - Upgrade - 02398","Value Proposition","Existing Customer - Upgrade","37522.58","43","2025-07-18","Phone Inquiry","false","false","Stratos Analytics","#N/A"
"7QLM5NUJFDCO9AWPLH","Titan Digital - Existing Customer - Upgrade - 02399","Needs Analysis","Existing Customer - Upgrade","17424.37","21","2025-09-03","Web","false","false","Titan Digital","#N/A"
"LGPE5DGJDACACQP0QL","Quantum Industries - Existing Customer - Upgrade - 02400","Id. Decision Makers","Existing Customer - Upgrade","1939.26","44","2026-03-02","Other","false","false","Quantum Industries","#N/A"
"0ZQQ5DQ7ISHNSRIDGV","Titan Digital - New Customer - 02401","Qualification","New Customer","69357.37","21","2025-03-21","Partner Referral","false","false","Titan Digital","#N/A"
"DOPRPSK1T6CK7TMFNO","Onyx Enterprises - Existing Customer - Downgrade - 02402","Needs Analysis","Existing Customer - Downgrade","209453.42","27","2026-01-27","Web","false","false","Onyx Enterprises","#N/A"
"531U82OLBXA0TSXWPD","Onyx Digital - Existing Customer - Replacement - 02403","Closed Won","Existing Customer - Replacement","33769.82","92","2026-02-03","Employee Referral","true","true","Onyx Digital","#N/A"
"NYPNXZTT0YI8DPFSLX","Vanguard Solutions - Existing Customer - Upgrade - 02404","Closed Lost","Existing Customer - Upgrade","34904.52","4","2025-08-29","Partner Referral","true","false","Vanguard Solutions","#N/A"
"FXXK2CDGZKCUTI91US","Vanguard Ventures - New Customer - 02405","Value Proposition","New Customer","296483.6","45","2026-04-10","Trade Show","false","false","Vanguard Ventures","#N/A"
"FK2UVENSOY60HGQQ6Y","Cascade Enterprises - Existing Customer - Upgrade - 02406","Qualification","Existing Customer - Upgrade","44851.15","15","2025-08-11","Other","false","false","Cascade Enterprises","#N/A"
"VTHFZZNWJ6JNPCQSFA","Vanguard Solutions - Existing Customer - Upgrade - 02407","Negotiation/Review","Existing Customer - Upgrade","129358.21","79","2026-04-01","External Referral","false","false","Vanguard Solutions","#N/A"
"20V8SCTWJAJKNZ2YOD","Helix Labs - Existing Customer - Downgrade - 02408","Needs Analysis","Existing Customer - Downgrade","55691.18","29","2026-02-16","External Referral","false","false","Helix Labs","#N/A"
"RKJC7APGWKJFKHK8WA","Summit Services - Existing Customer - Downgrade - 02409","Perception Analysis","Existing Customer - Downgrade","85672.41","59","2026-08-06","Web","false","false","Summit Services","#N/A"
"ZK6J2GXDFD5C6BX6QH","Peak Solutions - Existing Customer - Replacement - 02410","Needs Analysis","Existing Customer - Replacement","77020.64","36","2025-12-04","External Referral","false","false","Peak Solutions","#N/A"
"SGGMYQKZKSDJH7JUDX","Orbit Ventures - Existing Customer - Replacement - 02411","Closed Won","Existing Customer - Replacement","201961.58","94","2025-04-13","External Referral","true","true","Orbit Ventures","#N/A"
"8C3JYPXRG6S3WHAQT0","Forge Services - Existing Customer - Downgrade - 02412","Proposal/Price Quote","Existing Customer - Downgrade","36862.36","71","2025-07-14","Purchased List","false","false","Forge Services","#N/A"
"FDXLQIHNUTK0T3TRXL","Flux Systems - Existing Customer - Downgrade - 02413","Closed Won","Existing Customer - Downgrade","31505.31","97","2025-11-22","Web","true","true","Flux Systems","#N/A"
"Y1C8JIOF2DVUHHDIXW","Pinnacle Industries - Existing Customer - Downgrade - 02414","Value Proposition","Existing Customer - Downgrade","77238.84","46","2025-05-16","Purchased List","false","false","Pinnacle Industries","#N/A"
"FURO5A0VGIJVHOUJFD","Onyx Dynamics - Existing Customer - Replacement - 02415","Id. Decision Makers","Existing Customer - Replacement","204647.0","59","2025-03-17","Employee Referral","false","false","Onyx Dynamics","#N/A"
"KQERWAAAWTRGRAIDYS","Nova Labs - Existing Customer - Replacement - 02416","Needs Analysis","Existing Customer - Replacement","49939.24","31","2025-08-20","Employee Referral","false","false","Nova Labs","#N/A"
"LKSARXHNYCUBFUSEE5","Forge Digital - Existing Customer - Downgrade - 02417","Value Proposition","Existing Customer - Downgrade","41419.39","38","2025-12-17","External Referral","false","false","Forge Digital","#N/A"
"A1AZ5FKIWEOJJLLX6C","Ember Logic - Existing Customer - Downgrade - 02418","Prospecting","Existing Customer - Downgrade","99866.98","19","2025-10-04","Web","false","false","Ember Logic","#N/A"
"9C4VLFVSQ17DANTB1R","Titan Labs - Existing Customer - Upgrade - 02419","Prospecting","Existing Customer - Upgrade","84617.14","2","2026-08-05","Web","false","false","Titan Labs","#N/A"
"TEGHN4QPEVFFVCSA1I","Orbit Industries - Existing Customer - Upgrade - 02420","Closed Won","Existing Customer - Upgrade","20292.19","100","2025-04-30","Purchased List","true","true","Orbit Industries","#N/A"
"WNBPX60JJJA6WHV0X5","Pinnacle Services - New Customer - 02421","Proposal/Price Quote","New Customer","54476.06","76","2025-07-04","Web","false","false","Pinnacle Services","#N/A"
"S9IAH3ZPTX45PRQTKB","Stratos Analytics - Existing Customer - Replacement - 02422","Needs Analysis","Existing Customer - Replacement","25820.8","30","2025-07-17","Purchased List","false","false","Stratos Analytics","#N/A"
"BROEMZO4XGX8SP49VS","Stratos Partners - Existing Customer - Downgrade - 02423","Perception Analysis","Existing Customer - Downgrade","30763.89","64","2026-03-18","Phone Inquiry","false","false","Stratos Partners","#N/A"
"HHCSKHFABIQEFWH73N","Peak Labs - Existing Customer - Replacement - 02424","Proposal/Price Quote","Existing Customer - Replacement","210743.89","66","2025-04-02","Trade Show","false","false","Peak Labs","#N/A"
"FRSYME01I40EHKL8CX","Cobalt Technologies - Existing Customer - Downgrade - 02425","Negotiation/Review","Existing Customer - Downgrade","71168.14","76","2026-06-03","Partner Referral","false","false","Cobalt Technologies","#N/A"
"SQUWZPTK8S3L7F2Y1R","Orbit Analytics - Existing Customer - Replacement - 02426","Value Proposition","Existing Customer - Replacement","69153.55","33","2025-08-18","Phone Inquiry","false","false","Orbit Analytics","#N/A"
"V2HD7XN8EUG8DQMYWQ","Titan Networks - Existing Customer - Replacement - 02427","Closed Won","Existing Customer - Replacement","37374.14","93","2026-08-31","Partner Referral","true","true","Titan Networks","#N/A"
"ICNYRSDNYPRIE6WG9R","Prism Digital - Existing Customer - Downgrade - 02428","Closed Won","Existing Customer - Downgrade","69301.33","100","2026-01-07","Trade Show","true","true","Prism Digital","#N/A"
"OLMSIHMFK0OQIGNLPB","Summit Dynamics - Existing Customer - Replacement - 02429","Closed Won","Existing Customer - Replacement","16017.59","100","2025-07-23","Partner Referral","true","true","Summit Dynamics","#N/A"
"ZWBJ6VRNMBVN2HMV8W","Onyx Group - Existing Customer - Replacement - 02430","Closed Won","Existing Customer - Replacement","14223.04","100","2025-07-29","External Referral","true","true","Onyx Group","#N/A"
"3R0JQIY98NFJWEW7LB","Nova Networks - Existing Customer - Replacement - 02431","Needs Analysis","Existing Customer - Replacement","471629.73","20","2025-12-23","Purchased List","false","false","Nova Networks","#N/A"
"0YRB8WDNQ93ZXCKSDR","Cipher Labs - Existing Customer - Upgrade - 02432","Closed Won","Existing Customer - Upgrade","10713.68","100","2025-06-07","Employee Referral","true","true","Cipher Labs","#N/A"
"QMRHJS2NIW8SCTFTAO","Atlas Group - Existing Customer - Replacement - 02433","Closed Lost","Existing Customer - Replacement","24742.58","0","2025-05-08","Partner Referral","true","false","Atlas Group","#N/A"
"WYU4GQLEFFENZGDQGU","Vertex Global - Existing Customer - Replacement - 02434","Closed Won","Existing Customer - Replacement","26352.43","100","2025-06-03","Phone Inquiry","true","true","Vertex Global","#N/A"
"KAQ1GAVPQYZVYAJNIO","Nexus Industries - New Customer - 02435","Qualification","New Customer","542522.4","26","2025-10-31","Purchased List","false","false","Nexus Industries","#N/A"
"4FNXC8PX8GANKRDK3S","Quantum Technologies - Existing Customer - Downgrade - 02436","Closed Won","Existing Customer - Downgrade","10762.31","100","2026-06-22","Phone Inquiry","true","true","Quantum Technologies","#N/A"
"NX9DUD2MI8FQXYWDCM","Flux Services - Existing Customer - Downgrade - 02437","Qualification","Existing Customer - Downgrade","30479.95","11","2025-07-04","Purchased List","false","false","Flux Services","#N/A"
"GKESEDARMUC4IMSTLI","Cipher Services - New Customer - 02438","Qualification","New Customer","116824.25","16","2025-04-16","Purchased List","false","false","Cipher Services","#N/A"
"DIMSVSHCGGJZRO65YB","Quantum Corp - New Customer - 02439","Closed Won","New Customer","6549.7","96","2026-03-30","Partner Referral","true","true","Quantum Corp","#N/A"
