"Id","Name","Industry","Errors"
"001Ka00004bYVJrIAO","Pulse Corp","Technology","#N/A"
"001Ka00004bYVJsIAO","Pulse Digital","Financial Services","#N/A"
"001Ka00004bYVJtIAO","Pulse Dynamics","Consulting","#N/A"
"001Ka00004bYVJuIAO","Pulse Enterprises","Retail","#N/A"
"001Ka00004bYVJvIAO","Pulse Global","Education","#N/A"
"001Ka00004bYVJwIAO","Pulse Group","Media","#N/A"
"001Ka00004bYVJxIAO","Pulse Industries","Energy","#N/A"
"001Ka00004bYVJyIAO","Pulse Innovations","Education","#N/A"
"001Ka00004bYVJzIAO","Pulse Labs","Financial Services","#N/A"
"001Ka00004bYVK0IAO","Pulse Logic","Healthcare","#N/A"
"001Ka00004bYVK1IAO","Pulse Networks","Manufacturing","#N/A"
"001Ka00004bYVK2IAO","Pulse Partners","Financial Services","#N/A"
"001Ka00004bYVK3IAO","Pulse Services","Consulting","#N/A"
"001Ka00004bYVK4IAO","Pulse Solutions","Manufacturing","#N/A"
"001Ka00004bYVK5IAO","Pulse Systems","Manufacturing","#N/A"
"001Ka00004bYVK6IAO","Pulse Technologies","Consulting","#N/A"
"001Ka00004bYVK7IAO","Pulse Ventures","Real Estate","#N/A"
"001Ka00004bYVK8IAO","Pulse Works","Consulting","#N/A"
"001Ka00004bYVK9IAO","Quantum Analytics","Consulting","#N/A"
"001Ka00004bYVKAIA4","Quantum Capital","Consulting","#N/A"
"001Ka00004bYVKBIA4","Quantum Corp","Healthcare","#N/A"
"001Ka00004bYVKCIA4","Quantum Digital","Energy","#N/A"
"001Ka00004bYVKDIA4","Quantum Dynamics","Media","#N/A"
"001Ka00004bYVKEIA4","Quantum Enterprises","Healthcare","#N/A"
"001Ka00004bYVKFIA4","Quantum Global","Healthcare","#N/A"
"001Ka00004bYVKGIA4","Quantum Group","Financial Services","#N/A"
"001Ka00004bYVKHIA4","Quantum Industries","Technology","#N/A"
"001Ka00004bYVKIIA4","Quantum Innovations","Media","#N/A"
"001Ka00004bYVKJIA4","Quantum Labs","Education","#N/A"
"001Ka00004bYVKKIA4","Quantum Logic","Retail","#N/A"
"001Ka00004bYVKLIA4","Quantum Networks","Education","#N/A"
"001Ka00004bYVKMIA4","Quantum Partners","Financial Services","#N/A"
"001Ka00004bYVKNIA4","Quantum Services","Media","#N/A"
"001Ka00004bYVKOIA4","Quantum Solutions","Real Estate","#N/A"
"001Ka00004bYVKPIA4","Quantum Systems","Consulting","#N/A"
"001Ka00004bYVKQIA4","Quantum Technologies","Education","#N/A"
"001Ka00004bYVKRIA4","Quantum Ventures","Financial Services","#N/A"
"001Ka00004bYVKSIA4","Quantum Works","Retail","#N/A"
"001Ka00004bYVKTIA4","Stellar Analytics","Technology","#N/A"
"001Ka00004bYVKUIA4","Stellar Capital","Healthcare","#N/A"
"001Ka00004bYVKVIA4","Stellar Corp","Manufacturing","#N/A"
"001Ka00004bYVKWIA4","Stellar Digital","Financial Services","#N/A"
"001Ka00004bYVKXIA4","Stellar Dynamics","Financial Services","#N/A"
"001Ka00004bYVKYIA4","Stellar Enterprises","Manufacturing","#N/A"
"001Ka00004bYVKZIA4","Stellar Global","Retail","#N/A"
"001Ka00004bYVKaIAO","Stellar Group","Financial Services","#N/A"
"001Ka00004bYVKbIAO","Stellar Industries","Manufacturing","#N/A"
"001Ka00004bYVKcIAO","Stellar Innovations","Financial Services","#N/A"
"001Ka00004bYVKdIAO","Stellar Labs","Healthcare","#N/A"
"001Ka00004bYVKeIAO","Stellar Logic","Energy","#N/A"
"001Ka00004bYVKfIAO","Stellar Networks","Healthcare","#N/A"
"001Ka00004bYVKgIAO","Stellar Partners","Healthcare","#N/A"
"001Ka00004bYVKhIAO","Stellar Services","Technology","#N/A"
"001Ka00004bYVKiIAO","Stellar Solutions","Media","#N/A"
"001Ka00004bYVKjIAO","Stellar Systems","Energy","#N/A"
"001Ka00004bYVKkIAO","Stellar Technologies","Technology","#N/A"
"001Ka00004bYVKlIAO","Stellar Ventures","Manufacturing","#N/A"
"001Ka00004bYVKmIAO","Stellar Works","Healthcare","#N/A"
"001Ka00004bYVKnIAO","Stratos Analytics","Technology","#N/A"
"001Ka00004bYVKoIAO","Stratos Capital","Consulting","#N/A"
"001Ka00004bYVKpIAO","Stratos Corp","Real Estate","#N/A"
"001Ka00004bYVKqIAO","Stratos Digital","Technology","#N/A"
"001Ka00004bYVKrIAO","Stratos Dynamics","Media","#N/A"
"001Ka00004bYVKsIAO","Stratos Enterprises","Healthcare","#N/A"
"001Ka00004bYVKtIAO","Stratos Global","Retail","#N/A"
"001Ka00004bYVKuIAO","Stratos Group","Technology","#N/A"
"001Ka00004bYVKvIAO","Stratos Industries","Healthcare","#N/A"
"001Ka00004bYVKwIAO","Stratos Innovations","Retail","#N/A"
"001Ka00004bYVKxIAO","Stratos Labs","Technology","#N/A"
"001Ka00004bYVKyIAO","Stratos Logic","Healthcare","#N/A"
"001Ka00004bYVKzIAO","Stratos Networks","Healthcare","#N/A"
"001Ka00004bYVL0IAO","Stratos Partners","Real Estate","#N/A"
"001Ka00004bYVL1IAO","Stratos Services","Manufacturing","#N/A"
"001Ka00004bYVL2IAO","Stratos Solutions","Real Estate","#N/A"
"001Ka00004bYVL3IAO","Stratos Systems","Manufacturing","#N/A"
"001Ka00004bYVL4IAO","Stratos Technologies","Financial Services","#N/A"
"001Ka00004bYVL5IAO","Stratos Ventures","Education","#N/A"
"001Ka00004bYVL6IAO","Stratos Works","Technology","#N/A"
"001Ka00004bYVL7IAO","Summit Analytics","Healthcare","#N/A"
"001Ka00004bYVL8IAO","Summit Capital","Financial Services","#N/A"
"001Ka00004bYVL9IAO","Summit Corp","Retail","#N/A"
"001Ka00004bYVLAIA4","Summit Digital","Real Estate","#N/A"
"001Ka00004bYVLBIA4","Summit Dynamics","Education","#N/A"
"001Ka00004bYVLCIA4","Summit Enterprises","Education","#N/A"
"001Ka00004bYVLDIA4","Summit Global","Financial Services","#N/A"
"001Ka00004bYVLEIA4","Summit Group","Consulting","#N/A"
"001Ka00004bYVLFIA4","Summit Industries","Real Estate","#N/A"
"001Ka00004bYVLGIA4","Summit Innovations","Manufacturing","#N/A"
"001Ka00004bYVLHIA4","Summit Labs","Consulting","#N/A"
"001Ka00004bYVLIIA4","Summit Logic","Real Estate","#N/A"
"001Ka00004bYVLJIA4","Summit Networks","Healthcare","#N/A"
"001Ka00004bYVLKIA4","Summit Partners","Healthcare","#N/A"
"001Ka00004bYVLLIA4","Summit Services","Real Estate","#N/A"
"001Ka00004bYVLMIA4","Summit Solutions","Technology","#N/A"
"001Ka00004bYVLNIA4","Summit Systems","Consulting","#N/A"
"001Ka00004bYVLOIA4","Summit Technologies","Manufacturing","#N/A"
"001Ka00004bYVLPIA4","Summit Ventures","Manufacturing","#N/A"
"001Ka00004bYVLQIA4","Summit Works","Retail","#N/A"
"001Ka00004bYVLRIA4","Titan Analytics","Financial Services","#N/A"
"001Ka00004bYVLSIA4","Titan Capital","Consulting","#N/A"
"001Ka00004bYVLTIA4","Titan Corp","Technology","#N/A"
"001Ka00004bYVLUIA4","Titan Digital","Healthcare","#N/A"
"001Ka00004bYVLVIA4","Titan Dynamics","Manufacturing","#N/A"
"001Ka00004bYVLWIA4","Titan Enterprises","Consulting","#N/A"
"001Ka00004bYVLXIA4","Titan Global","Media","#N/A"
"001Ka00004bYVLYIA4","Titan Group","Education","#N/A"
"001Ka00004bYVLZIA4","Titan Industries","Real Estate","#N/A"
"001Ka00004bYVLaIAO","Titan Innovations","Financial Services","#N/A"
"001Ka00004bYVLbIAO","Titan Labs","Media","#N/A"
"001Ka00004bYVLcIAO","Titan Logic","Healthcare","#N/A"
"001Ka00004bYVLdIAO","Titan Networks","Financial Services","#N/A"
"001Ka00004bYVLeIAO","Titan Partners","Education","#N/A"
"001Ka00004bYVLfIAO","Titan Services","Energy","#N/A"
"001Ka00004bYVLgIAO","Titan Solutions","Energy","#N/A"
"001Ka00004bYVLhIAO","Titan Systems","Manufacturing","#N/A"
"001Ka00004bYVLiIAO","Titan Technologies","Consulting","#N/A"
"001Ka00004bYVLjIAO","Titan Ventures","Manufacturing","#N/A"
"001Ka00004bYVLkIAO","Titan Works","Energy","#N/A"
"001Ka00004bYVLlIAO","Vanguard Analytics","Healthcare","#N/A"
"001Ka00004bYVLmIAO","Vanguard Capital","Education","#N/A"
"001Ka00004bYVLnIAO","Vanguard Corp","Healthcare","#N/A"
"001Ka00004bYVLoIAO","Vanguard Digital","Media","#N/A"
"001Ka00004bYVLpIAO","Vanguard Dynamics","Healthcare","#N/A"
"001Ka00004bYVLqIAO","Vanguard Enterprises","Consulting","#N/A"
"001Ka00004bYVLrIAO","Vanguard Global","Financial Services","#N/A"
"001Ka00004bYVLsIAO","Vanguard Group","Media","#N/A"
"001Ka00004bYVLtIAO","Vanguard Industries","Education","#N/A"
"001Ka00004bYVLuIAO","Vanguard Innovations","Retail","#N/A"
"001Ka00004bYVLvIAO","Vanguard Labs","Consulting","#N/A"
"001Ka00004bYVLwIAO","Vanguard Logic","Technology","#N/A"
"001Ka00004bYVLxIAO","Vanguard Networks","Healthcare","#N/A"
"001Ka00004bYVLyIAO","Vanguard Partners","Education","#N/A"
"001Ka00004bYVLzIAO","Vanguard Services","Media","#N/A"
"001Ka00004bYVM0IAO","Vanguard Solutions","Healthcare","#N/A"
"001Ka00004bYVM1IAO","Vanguard Systems","Energy","#N/A"
"001Ka00004bYVM2IAO","Vanguard Technologies","Retail","#N/A"
"001Ka00004bYVM3IAO","Vanguard Ventures","Media","#N/A"
"001Ka00004bYVM4IAO","Vanguard Works","Real Estate","#N/A"
"001Ka00004bYVM5IAO","Vector Analytics","Retail","#N/A"
"001Ka00004bYVM6IAO","Vector Capital","Media","#N/A"
"001Ka00004bYVM7IAO","Vector Corp","Manufacturing","#N/A"
"001Ka00004bYVM8IAO","Vector Digital","Consulting","#N/A"
"001Ka00004bYVM9IAO","Vector Dynamics","Energy","#N/A"
"001Ka00004bYVMAIA4","Vector Enterprises","Retail","#N/A"
"001Ka00004bYVMBIA4","Vector Global","Energy","#N/A"
"001Ka00004bYVMCIA4","Vector Group","Manufacturing","#N/A"
"001Ka00004bYVMDIA4","Vector Industries","Healthcare","#N/A"
"001Ka00004bYVMEIA4","Vector Innovations","Media","#N/A"
"001Ka00004bYVMFIA4","Vector Labs","Education","#N/A"
"001Ka00004bYVMGIA4","Vector Logic","Financial Services","#N/A"
"001Ka00004bYVMHIA4","Vector Networks","Technology","#N/A"
"001Ka00004bYVMIIA4","Vector Partners","Media","#N/A"
"001Ka00004bYVMJIA4","Vector Services","Healthcare","#N/A"
"001Ka00004bYVMKIA4","Vector Solutions","Energy","#N/A"
"001Ka00004bYVMLIA4","Vector Systems","Media","#N/A"
"001Ka00004bYVMMIA4","Vector Technologies","Consulting","#N/A"
"001Ka00004bYVMNIA4","Vector Ventures","Healthcare","#N/A"
"001Ka00004bYVMOIA4","Vector Works","Healthcare","#N/A"
"001Ka00004bYVMPIA4","Vertex Analytics","Financial Services","#N/A"
"001Ka00004bYVMQIA4","Vertex Capital","Energy","#N/A"
"001Ka00004bYVMRIA4","Vertex Corp","Energy","#N/A"
"001Ka00004bYVMSIA4","Vertex Digital","Real Estate","#N/A"
"001Ka00004bYVMTIA4","Vertex Dynamics","Healthcare","#N/A"
"001Ka00004bYVMUIA4","Vertex Enterprises","Financial Services","#N/A"
"001Ka00004bYVMVIA4","Vertex Global","Healthcare","#N/A"
"001Ka00004bYVMWIA4","Vertex Group","Education","#N/A"
"001Ka00004bYVMXIA4","Vertex Industries","Manufacturing","#N/A"
"001Ka00004bYVMYIA4","Vertex Innovations","Education","#N/A"
"001Ka00004bYVMZIA4","Vertex Labs","Manufacturing","#N/A"
"001Ka00004bYVMaIAO","Vertex Logic","Real Estate","#N/A"
"001Ka00004bYVMbIAO","Vertex Networks","Energy","#N/A"
"001Ka00004bYVMcIAO","Vertex Partners","Healthcare","#N/A"
"001Ka00004bYVMdIAO","Vertex Services","Manufacturing","#N/A"
"001Ka00004bYVMeIAO","Vertex Solutions","Energy","#N/A"
"001Ka00004bYVMfIAO","Vertex Systems","Media","#N/A"
"001Ka00004bYVMgIAO","Vertex Technologies","Retail","#N/A"
"001Ka00004bYVMhIAO","Vertex Ventures","Real Estate","#N/A"
"001Ka00004bYVMiIAO","Vertex Works","Real Estate","#N/A"
"001Ka00004bYVMjIAO","Zenith Analytics","Retail","#N/A"
"001Ka00004bYVMkIAO","Zenith Capital","Energy","#N/A"
"001Ka00004bYVMlIAO","Zenith Corp","Education","#N/A"
"001Ka00004bYVMmIAO","Zenith Digital","Media","#N/A"
"001Ka00004bYVMnIAO","Zenith Dynamics","Real Estate","#N/A"
"001Ka00004bYVMoIAO","Zenith Enterprises","Energy","#N/A"
"001Ka00004bYVMpIAO","Zenith Global","Media","#N/A"
"001Ka00004bYVMqIAO","Zenith Group","Consulting","#N/A"
"001Ka00004bYVMrIAO","Zenith Industries","Retail","#N/A"
"001Ka00004bYVMsIAO","Zenith Innovations","Financial Services","#N/A"
"001Ka00004bYVMtIAO","Zenith Labs","Media","#N/A"
"001Ka00004bYVMuIAO","Zenith Logic","Healthcare","#N/A"
"001Ka00004bYVMvIAO","Zenith Networks","Healthcare","#N/A"
"001Ka00004bYVMwIAO","Zenith Partners","Retail","#N/A"
"001Ka00004bYVMxIAO","Zenith Services","Media","#N/A"
"001Ka00004bYVMyIAO","Zenith Solutions","Media","#N/A"
"001Ka00004bYVMzIAO","Zenith Systems","Manufacturing","#N/A"
"001Ka00004bYVN0IAO","Zenith Technologies","Financial Services","#N/A"
"001Ka00004bYVN1IAO","Zenith Ventures","Technology","#N/A"
"001Ka00004bYVN2IAO","Zenith Works","Healthcare","#N/A"
