"Id","Name","StageName","Type","Amount","Probability","CloseDate","LeadSource","AccountId","Errors"
"006Ka00000Yv5zrIAB","Pulse Innovations - New Customer - 03180","Closed Lost","New Customer","73140.47","0","2025-09-24","Purchased List","#N/A","#N/A"
"006Ka00000Yv5zsIAB","Meridian Services - Existing Customer - Replacement - 03181","Qualification","Existing Customer - Replacement","12428.73","17","2025-05-14","Partner Referral","#N/A","#N/A"
"006Ka00000Yv5ztIAB","Pinnacle Global - Existing Customer - Replacement - 03182","Perception Analysis","Existing Customer - Replacement","324883.06","55","2025-10-18","Partner Referral","#N/A","#N/A"
"006Ka00000Yv5zuIAB","Helix Networks - Existing Customer - Downgrade - 03183","Value Proposition","Existing Customer - Downgrade","55133.88","34","2026-02-24","Web","#N/A","#N/A"
"006Ka00000Yv5zvIAB","Cipher Global - Existing Customer - Downgrade - 03184","Closed Won","Existing Customer - Downgrade","2038.85","95","2025-06-10","Purchased List","#N/A","#N/A"
"006Ka00000Yv5zwIAB","Horizon Global - Existing Customer - Downgrade - 03185","Closed Won","Existing Customer - Downgrade","43601.32","100","2026-07-21","Other","#N/A","#N/A"
"006Ka00000Yv5zxIAB","Zenith Innovations - Existing Customer - Downgrade - 03186","Negotiation/Review","Existing Customer - Downgrade","16265.12","90","2025-04-16","Web","#N/A","#N/A"
"006Ka00000Yv5zyIAB","Matrix Ventures - New Customer - 03187","Id. Decision Makers","New Customer","13105.3","52","2026-06-11","Other","#N/A","#N/A"
"006Ka00000Yv5zzIAB","Vector Services - New Customer - 03188","Qualification","New Customer","105982.19","28","2026-04-22","Purchased List","#N/A","#N/A"
"006Ka00000Yv600IAB","Cobalt Networks - New Customer - 03189","Closed Won","New Customer","58278.09","100","2026-01-01","Web","#N/A","#N/A"
"006Ka00000Yv601IAB","Forge Enterprises - Existing Customer - Replacement - 03190","Perception Analysis","Existing Customer - Replacement","71402.1","66","2025-10-12","Employee Referral","#N/A","#N/A"
"006Ka00000Yv602IAB","Zenith Labs - Existing Customer - Downgrade - 03191","Closed Lost","Existing Customer - Downgrade","343371.78","2","2026-05-15","External Referral","#N/A","#N/A"
"006Ka00000Yv603IAB","Nexus Labs - Existing Customer - Downgrade - 03192","Value Proposition","Existing Customer - Downgrade","24004","41","2025-05-17","Partner Referral","#N/A","#N/A"
"006Ka00000Yv604IAB","Forge Digital - Existing Customer - Downgrade - 03193","Value Proposition","Existing Customer - Downgrade","16884.66","41","2026-07-08","External Referral","#N/A","#N/A"
"006Ka00000Yv605IAB","Vanguard Capital - Existing Customer - Upgrade - 03194","Qualification","Existing Customer - Upgrade","12982.44","17","2026-09-04","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv606IAB","Nova Works - Existing Customer - Replacement - 03195","Negotiation/Review","Existing Customer - Replacement","76906.53","72","2026-08-31","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv607IAB","Nova Dynamics - Existing Customer - Replacement - 03196","Negotiation/Review","Existing Customer - Replacement","5530.62","74","2025-05-09","Trade Show","#N/A","#N/A"
"006Ka00000Yv608IAB","Titan Enterprises - Existing Customer - Upgrade - 03197","Closed Lost","Existing Customer - Upgrade","55078.77","0","2026-04-24","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv609IAB","Nexus Technologies - Existing Customer - Downgrade - 03198","Closed Won","Existing Customer - Downgrade","8802.59","100","2025-06-12","Other","#N/A","#N/A"
"006Ka00000Yv60AIAR","Cascade Global - New Customer - 03199","Prospecting","New Customer","8964.6","3","2026-05-01","Other","#N/A","#N/A"
"006Ka00000Yv60BIAR","Stellar Solutions - New Customer - 03200","Closed Won","New Customer","98551.14","100","2025-04-17","Web","#N/A","#N/A"
"006Ka00000Yv60CIAR","Orbit Ventures - Existing Customer - Upgrade - 03201","Proposal/Price Quote","Existing Customer - Upgrade","53052.93","75","2026-08-04","Employee Referral","#N/A","#N/A"
"006Ka00000Yv60DIAR","Zenith Innovations - Existing Customer - Downgrade - 03202","Value Proposition","Existing Customer - Downgrade","98101.46","46","2026-07-17","Purchased List","#N/A","#N/A"
"006Ka00000Yv60EIAR","Pulse Technologies - Existing Customer - Replacement - 03203","Proposal/Price Quote","Existing Customer - Replacement","275959.29","73","2026-05-01","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv60FIAR","Vertex Partners - Existing Customer - Replacement - 03204","Closed Won","Existing Customer - Replacement","106517.69","100","2026-06-22","External Referral","#N/A","#N/A"
"006Ka00000Yv60GIAR","Pinnacle Digital - Existing Customer - Upgrade - 03205","Closed Lost","Existing Customer - Upgrade","140335.75","3","2025-07-31","External Referral","#N/A","#N/A"
"006Ka00000Yv60HIAR","Pulse Labs - Existing Customer - Downgrade - 03206","Proposal/Price Quote","Existing Customer - Downgrade","41426.96","60","2025-09-22","External Referral","#N/A","#N/A"
"006Ka00000Yv60IIAR","Cascade Group - Existing Customer - Downgrade - 03207","Negotiation/Review","Existing Customer - Downgrade","16142.63","76","2025-05-06","Other","#N/A","#N/A"
"006Ka00000Yv60JIAR","Pinnacle Analytics - New Customer - 03208","Needs Analysis","New Customer","576906.76","23","2026-06-26","Employee Referral","#N/A","#N/A"
"006Ka00000Yv60KIAR","Zenith Innovations - New Customer - 03209","Closed Won","New Customer","19345.89","100","2026-06-08","External Referral","#N/A","#N/A"
"006Ka00000Yv60LIAR","Apex Innovations - Existing Customer - Downgrade - 03210","Closed Won","Existing Customer - Downgrade","42644.08","98","2026-02-03","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv60MIAR","Onyx Capital - Existing Customer - Replacement - 03211","Closed Won","Existing Customer - Replacement","71995.18","94","2025-03-31","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60NIAR","Forge Logic - New Customer - 03212","Proposal/Price Quote","New Customer","206577.64","77","2026-04-18","External Referral","#N/A","#N/A"
"006Ka00000Yv60OIAR","Onyx Systems - Existing Customer - Upgrade - 03213","Id. Decision Makers","Existing Customer - Upgrade","27698.27","60","2026-08-11","Trade Show","#N/A","#N/A"
"006Ka00000Yv60PIAR","Forge Capital - Existing Customer - Downgrade - 03214","Needs Analysis","Existing Customer - Downgrade","34957.1","40","2026-08-13","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60QIAR","Orbit Group - Existing Customer - Upgrade - 03215","Prospecting","Existing Customer - Upgrade","75108.87","14","2025-06-25","Employee Referral","#N/A","#N/A"
"006Ka00000Yv60RIAR","Atlas Labs - New Customer - 03216","Closed Won","New Customer","39506.21","100","2025-11-25","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60SIAR","Pulse Solutions - Existing Customer - Downgrade - 03217","Closed Won","Existing Customer - Downgrade","314523.52","100","2026-05-26","Purchased List","#N/A","#N/A"
"006Ka00000Yv60TIAR","Forge Analytics - New Customer - 03218","Needs Analysis","New Customer","11179.11","33","2025-12-16","Trade Show","#N/A","#N/A"
"006Ka00000Yv60UIAR","Stratos Technologies - Existing Customer - Downgrade - 03219","Negotiation/Review","Existing Customer - Downgrade","23881.11","81","2025-05-21","Other","#N/A","#N/A"
"006Ka00000Yv60VIAR","Stratos Digital - New Customer - 03220","Prospecting","New Customer","384027.5","4","2026-02-10","Purchased List","#N/A","#N/A"
"006Ka00000Yv60WIAR","Ember Systems - Existing Customer - Downgrade - 03221","Qualification","Existing Customer - Downgrade","344870.25","18","2026-03-23","External Referral","#N/A","#N/A"
"006Ka00000Yv60XIAR","Nexus Partners - New Customer - 03222","Value Proposition","New Customer","10223.28","36","2026-07-24","External Referral","#N/A","#N/A"
"006Ka00000Yv60YIAR","Forge Technologies - Existing Customer - Upgrade - 03223","Qualification","Existing Customer - Upgrade","422383.65","29","2026-05-25","Trade Show","#N/A","#N/A"
"006Ka00000Yv60ZIAR","Atlas Enterprises - Existing Customer - Downgrade - 03224","Value Proposition","Existing Customer - Downgrade","139039.78","31","2026-05-22","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60aIAB","Catalyst Technologies - Existing Customer - Replacement - 03225","Negotiation/Review","Existing Customer - Replacement","200033.03","87","2026-03-13","Trade Show","#N/A","#N/A"
"006Ka00000Yv60bIAB","Catalyst Group - Existing Customer - Replacement - 03226","Needs Analysis","Existing Customer - Replacement","129314.69","32","2025-03-27","Trade Show","#N/A","#N/A"
"006Ka00000Yv60cIAB","Pulse Global - Existing Customer - Upgrade - 03227","Perception Analysis","Existing Customer - Upgrade","21330.42","56","2025-06-06","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv60dIAB","Flux Dynamics - Existing Customer - Replacement - 03228","Value Proposition","Existing Customer - Replacement","40453.84","33","2025-08-08","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60eIAB","Forge Logic - Existing Customer - Replacement - 03229","Negotiation/Review","Existing Customer - Replacement","9015.98","82","2025-06-25","External Referral","#N/A","#N/A"
"006Ka00000Yv60fIAB","Meridian Networks - Existing Customer - Replacement - 03230","Id. Decision Makers","Existing Customer - Replacement","178255.72","49","2025-11-19","Web","#N/A","#N/A"
"006Ka00000Yv60gIAB","Apex Industries - Existing Customer - Replacement - 03231","Closed Won","Existing Customer - Replacement","53186.93","100","2025-11-17","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv60hIAB","Orbit Technologies - New Customer - 03232","Perception Analysis","New Customer","58651.37","67","2025-03-19","Trade Show","#N/A","#N/A"
"006Ka00000Yv60iIAB","Peak Industries - New Customer - 03233","Closed Lost","New Customer","27664.09","10","2025-04-01","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv60jIAB","Stellar Corp - New Customer - 03234","Proposal/Price Quote","New Customer","96463.85","76","2026-08-19","Web","#N/A","#N/A"
"006Ka00000Yv60kIAB","Flux Analytics - New Customer - 03235","Proposal/Price Quote","New Customer","130854.35","79","2026-05-09","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60lIAB","Flux Networks - Existing Customer - Replacement - 03236","Qualification","Existing Customer - Replacement","97088.66","24","2025-07-02","Employee Referral","#N/A","#N/A"
"006Ka00000Yv60mIAB","Nexus Partners - Existing Customer - Replacement - 03237","Closed Won","Existing Customer - Replacement","38825.66","100","2026-06-18","Purchased List","#N/A","#N/A"
"006Ka00000Yv60nIAB","Apex Dynamics - Existing Customer - Replacement - 03238","Closed Won","Existing Customer - Replacement","189407.87","100","2026-04-09","Trade Show","#N/A","#N/A"
"006Ka00000Yv60oIAB","Titan Group - Existing Customer - Upgrade - 03239","Qualification","Existing Customer - Upgrade","111319.34","24","2026-03-04","Purchased List","#N/A","#N/A"
"006Ka00000Yv60pIAB","Cipher Ventures - Existing Customer - Downgrade - 03240","Closed Won","Existing Customer - Downgrade","6726.18","94","2026-08-13","Employee Referral","#N/A","#N/A"
"006Ka00000Yv60qIAB","Cobalt Corp - Existing Customer - Replacement - 03241","Needs Analysis","Existing Customer - Replacement","89655.16","28","2025-12-29","Web","#N/A","#N/A"
"006Ka00000Yv60rIAB","Ember Partners - Existing Customer - Downgrade - 03242","Value Proposition","Existing Customer - Downgrade","696791.17","45","2026-01-31","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60sIAB","Helix Labs - New Customer - 03243","Closed Won","New Customer","61816.38","98","2025-11-22","External Referral","#N/A","#N/A"
"006Ka00000Yv60tIAB","Ember Capital - Existing Customer - Replacement - 03244","Closed Lost","Existing Customer - Replacement","48519.55","0","2026-04-17","Trade Show","#N/A","#N/A"
"006Ka00000Yv60uIAB","Nexus Technologies - Existing Customer - Replacement - 03245","Prospecting","Existing Customer - Replacement","62901.54","13","2026-03-19","Purchased List","#N/A","#N/A"
"006Ka00000Yv60vIAB","Ember Group - Existing Customer - Upgrade - 03246","Closed Lost","Existing Customer - Upgrade","52448.37","2","2026-08-11","External Referral","#N/A","#N/A"
"006Ka00000Yv60wIAB","Flux Enterprises - Existing Customer - Downgrade - 03247","Prospecting","Existing Customer - Downgrade","36863.11","19","2026-05-05","Trade Show","#N/A","#N/A"
"006Ka00000Yv60xIAB","Forge Ventures - Existing Customer - Upgrade - 03248","Id. Decision Makers","Existing Customer - Upgrade","15665.83","49","2025-05-30","Partner Referral","#N/A","#N/A"
"006Ka00000Yv60yIAB","Vertex Services - Existing Customer - Replacement - 03249","Needs Analysis","Existing Customer - Replacement","59425.85","36","2026-07-01","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv60zIAB","Quantum Labs - New Customer - 03250","Closed Won","New Customer","219131.1","93","2025-04-03","Partner Referral","#N/A","#N/A"
"006Ka00000Yv610IAB","Nexus Partners - New Customer - 03251","Needs Analysis","New Customer","226260.19","29","2025-12-25","Partner Referral","#N/A","#N/A"
"006Ka00000Yv611IAB","Atlas Logic - Existing Customer - Upgrade - 03252","Closed Won","Existing Customer - Upgrade","131516.77","100","2025-05-20","Other","#N/A","#N/A"
"006Ka00000Yv612IAB","Stratos Works - Existing Customer - Upgrade - 03253","Needs Analysis","Existing Customer - Upgrade","163309.36","37","2026-05-18","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv613IAB","Cascade Networks - Existing Customer - Downgrade - 03254","Negotiation/Review","Existing Customer - Downgrade","19037.56","84","2025-07-24","Employee Referral","#N/A","#N/A"
"006Ka00000Yv614IAB","Peak Services - New Customer - 03255","Qualification","New Customer","6837.99","23","2026-07-07","Other","#N/A","#N/A"
"006Ka00000Yv615IAB","Ember Networks - Existing Customer - Replacement - 03256","Needs Analysis","Existing Customer - Replacement","19190.81","23","2025-10-24","Partner Referral","#N/A","#N/A"
"006Ka00000Yv616IAB","Meridian Ventures - Existing Customer - Downgrade - 03257","Qualification","Existing Customer - Downgrade","44213.94","17","2026-06-17","External Referral","#N/A","#N/A"
"006Ka00000Yv617IAB","Nova Industries - New Customer - 03258","Negotiation/Review","New Customer","71325.61","81","2025-09-14","Partner Referral","#N/A","#N/A"
"006Ka00000Yv618IAB","Zenith Systems - New Customer - 03259","Id. Decision Makers","New Customer","85471.4","57","2025-10-28","Purchased List","#N/A","#N/A"
"006Ka00000Yv619IAB","Stratos Partners - Existing Customer - Downgrade - 03260","Closed Won","Existing Customer - Downgrade","675023.96","97","2025-12-24","Other","#N/A","#N/A"
"006Ka00000Yv61AIAR","Stellar Technologies - Existing Customer - Upgrade - 03261","Negotiation/Review","Existing Customer - Upgrade","251185.71","85","2026-01-19","Trade Show","#N/A","#N/A"
"006Ka00000Yv61BIAR","Meridian Group - Existing Customer - Downgrade - 03262","Prospecting","Existing Customer - Downgrade","78967.39","3","2026-02-18","Purchased List","#N/A","#N/A"
"006Ka00000Yv61CIAR","Stratos Digital - Existing Customer - Upgrade - 03263","Negotiation/Review","Existing Customer - Upgrade","32708.03","81","2026-06-05","Trade Show","#N/A","#N/A"
"006Ka00000Yv61DIAR","Matrix Labs - Existing Customer - Downgrade - 03264","Closed Won","Existing Customer - Downgrade","292283.76","100","2025-05-26","Purchased List","#N/A","#N/A"
"006Ka00000Yv61EIAR","Stellar Industries - Existing Customer - Replacement - 03265","Value Proposition","Existing Customer - Replacement","78398.82","33","2026-02-13","Trade Show","#N/A","#N/A"
"006Ka00000Yv61FIAR","Flux Analytics - Existing Customer - Replacement - 03266","Closed Lost","Existing Customer - Replacement","15351.34","0","2026-05-13","Web","#N/A","#N/A"
"006Ka00000Yv61GIAR","Vertex Group - Existing Customer - Downgrade - 03267","Needs Analysis","Existing Customer - Downgrade","117852.39","33","2026-07-10","Trade Show","#N/A","#N/A"
"006Ka00000Yv61HIAR","Pulse Technologies - Existing Customer - Upgrade - 03268","Qualification","Existing Customer - Upgrade","16428.55","23","2026-08-05","Web","#N/A","#N/A"
"006Ka00000Yv61IIAR","Meridian Works - Existing Customer - Downgrade - 03269","Proposal/Price Quote","Existing Customer - Downgrade","28935.17","77","2025-06-25","Partner Referral","#N/A","#N/A"
"006Ka00000Yv61JIAR","Vanguard Digital - New Customer - 03270","Closed Won","New Customer","36814.27","90","2025-03-21","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61KIAR","Summit Solutions - Existing Customer - Replacement - 03271","Closed Won","Existing Customer - Replacement","155299.39","100","2025-09-01","External Referral","#N/A","#N/A"
"006Ka00000Yv61LIAR","Onyx Dynamics - Existing Customer - Replacement - 03272","Closed Lost","Existing Customer - Replacement","29396.74","6","2025-07-16","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61MIAR","Matrix Corp - New Customer - 03273","Needs Analysis","New Customer","37710.39","37","2025-05-11","Trade Show","#N/A","#N/A"
"006Ka00000Yv61NIAR","Stellar Ventures - Existing Customer - Upgrade - 03274","Needs Analysis","Existing Customer - Upgrade","18933.53","34","2026-03-24","Trade Show","#N/A","#N/A"
"006Ka00000Yv61OIAR","Orbit Labs - Existing Customer - Upgrade - 03275","Perception Analysis","Existing Customer - Upgrade","163330.51","51","2026-07-13","Other","#N/A","#N/A"
"006Ka00000Yv61PIAR","Nexus Corp - New Customer - 03276","Negotiation/Review","New Customer","142833.44","70","2025-06-09","Other","#N/A","#N/A"
"006Ka00000Yv61QIAR","Pulse Digital - New Customer - 03277","Closed Lost","New Customer","95731.42","0","2025-12-02","Partner Referral","#N/A","#N/A"
"006Ka00000Yv61RIAR","Nova Systems - Existing Customer - Downgrade - 03278","Closed Won","Existing Customer - Downgrade","128224.72","100","2025-08-28","External Referral","#N/A","#N/A"
"006Ka00000Yv61SIAR","Flux Technologies - Existing Customer - Downgrade - 03279","Value Proposition","Existing Customer - Downgrade","450672.99","37","2025-10-16","Purchased List","#N/A","#N/A"
"006Ka00000Yv61TIAR","Titan Capital - Existing Customer - Replacement - 03280","Needs Analysis","Existing Customer - Replacement","161369.01","24","2026-03-30","Partner Referral","#N/A","#N/A"
"006Ka00000Yv61UIAR","Vanguard Solutions - Existing Customer - Downgrade - 03281","Closed Won","Existing Customer - Downgrade","223108.18","100","2025-09-03","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv61VIAR","Catalyst Partners - Existing Customer - Replacement - 03282","Negotiation/Review","Existing Customer - Replacement","130539.77","74","2026-05-06","External Referral","#N/A","#N/A"
"006Ka00000Yv61WIAR","Cobalt Innovations - Existing Customer - Replacement - 03283","Value Proposition","Existing Customer - Replacement","132631.41","45","2025-11-04","Purchased List","#N/A","#N/A"
"006Ka00000Yv61XIAR","Zenith Services - Existing Customer - Downgrade - 03284","Id. Decision Makers","Existing Customer - Downgrade","36697.34","57","2025-10-21","Trade Show","#N/A","#N/A"
"006Ka00000Yv61YIAR","Pulse Labs - Existing Customer - Replacement - 03285","Prospecting","Existing Customer - Replacement","256408.62","4","2026-04-13","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv61ZIAR","Pinnacle Group - Existing Customer - Downgrade - 03286","Prospecting","Existing Customer - Downgrade","22854.58","14","2025-05-01","Purchased List","#N/A","#N/A"
"006Ka00000Yv61aIAB","Onyx Group - New Customer - 03287","Value Proposition","New Customer","58990.47","47","2025-05-02","External Referral","#N/A","#N/A"
"006Ka00000Yv61bIAB","Summit Group - New Customer - 03288","Perception Analysis","New Customer","109062.37","65","2025-09-23","Purchased List","#N/A","#N/A"
"006Ka00000Yv61cIAB","Orbit Dynamics - Existing Customer - Upgrade - 03289","Closed Lost","Existing Customer - Upgrade","35912.61","2","2025-08-21","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61dIAB","Onyx Enterprises - Existing Customer - Downgrade - 03290","Proposal/Price Quote","Existing Customer - Downgrade","46705.32","70","2026-03-11","External Referral","#N/A","#N/A"
"006Ka00000Yv61eIAB","Orbit Partners - New Customer - 03291","Proposal/Price Quote","New Customer","17781.19","66","2025-06-13","External Referral","#N/A","#N/A"
"006Ka00000Yv61fIAB","Pulse Analytics - Existing Customer - Downgrade - 03292","Proposal/Price Quote","Existing Customer - Downgrade","4905.97","70","2025-07-16","Web","#N/A","#N/A"
"006Ka00000Yv61gIAB","Titan Logic - Existing Customer - Replacement - 03293","Needs Analysis","Existing Customer - Replacement","37193.85","30","2026-03-10","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61hIAB","Catalyst Dynamics - New Customer - 03294","Negotiation/Review","New Customer","8281.14","84","2026-03-25","Other","#N/A","#N/A"
"006Ka00000Yv61iIAB","Flux Ventures - Existing Customer - Downgrade - 03295","Value Proposition","Existing Customer - Downgrade","42314.33","34","2025-08-14","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv61jIAB","Helix Works - Existing Customer - Upgrade - 03296","Value Proposition","Existing Customer - Upgrade","70950.45","30","2026-05-28","Trade Show","#N/A","#N/A"
"006Ka00000Yv61kIAB","Pinnacle Enterprises - Existing Customer - Upgrade - 03297","Negotiation/Review","Existing Customer - Upgrade","66636.12","89","2025-11-03","Partner Referral","#N/A","#N/A"
"006Ka00000Yv61lIAB","Forge Analytics - Existing Customer - Downgrade - 03298","Proposal/Price Quote","Existing Customer - Downgrade","70551.27","68","2026-07-16","External Referral","#N/A","#N/A"
"006Ka00000Yv61mIAB","Atlas Services - Existing Customer - Downgrade - 03299","Negotiation/Review","Existing Customer - Downgrade","28662.51","79","2026-01-29","Other","#N/A","#N/A"
"006Ka00000Yv61nIAB","Cascade Labs - Existing Customer - Upgrade - 03300","Qualification","Existing Customer - Upgrade","8888.13","21","2026-03-03","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv61oIAB","Vector Solutions - Existing Customer - Downgrade - 03301","Prospecting","Existing Customer - Downgrade","37449.57","2","2026-02-16","Trade Show","#N/A","#N/A"
"006Ka00000Yv61pIAB","Summit Ventures - New Customer - 03302","Prospecting","New Customer","71763.23","12","2026-05-11","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv61qIAB","Stellar Technologies - Existing Customer - Replacement - 03303","Closed Won","Existing Customer - Replacement","49960.6","100","2025-10-10","Other","#N/A","#N/A"
"006Ka00000Yv61rIAB","Matrix Works - Existing Customer - Downgrade - 03304","Closed Won","Existing Customer - Downgrade","17975.1","96","2025-10-17","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61sIAB","Flux Works - Existing Customer - Replacement - 03305","Id. Decision Makers","Existing Customer - Replacement","33572.95","56","2025-08-05","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61tIAB","Peak Partners - Existing Customer - Downgrade - 03306","Closed Lost","Existing Customer - Downgrade","50550","0","2025-05-22","Partner Referral","#N/A","#N/A"
"006Ka00000Yv61uIAB","Nova Solutions - Existing Customer - Replacement - 03307","Needs Analysis","Existing Customer - Replacement","66280.54","40","2025-11-12","Purchased List","#N/A","#N/A"
"006Ka00000Yv61vIAB","Meridian Ventures - Existing Customer - Upgrade - 03308","Prospecting","Existing Customer - Upgrade","61590.28","9","2025-03-10","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv61wIAB","Forge Group - New Customer - 03309","Closed Won","New Customer","405341.68","100","2026-05-18","External Referral","#N/A","#N/A"
"006Ka00000Yv61xIAB","Stellar Innovations - Existing Customer - Downgrade - 03310","Needs Analysis","Existing Customer - Downgrade","27758.93","35","2025-06-10","External Referral","#N/A","#N/A"
"006Ka00000Yv61yIAB","Vector Capital - Existing Customer - Upgrade - 03311","Perception Analysis","Existing Customer - Upgrade","42355.55","61","2026-06-01","Employee Referral","#N/A","#N/A"
"006Ka00000Yv61zIAB","Catalyst Global - Existing Customer - Replacement - 03312","Perception Analysis","Existing Customer - Replacement","43959.65","68","2026-04-10","Trade Show","#N/A","#N/A"
"006Ka00000Yv620IAB","Summit Services - Existing Customer - Replacement - 03313","Needs Analysis","Existing Customer - Replacement","32124.07","26","2026-07-08","Partner Referral","#N/A","#N/A"
"006Ka00000Yv621IAB","Prism Networks - Existing Customer - Upgrade - 03314","Id. Decision Makers","Existing Customer - Upgrade","11177.32","58","2026-03-20","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv622IAB","Helix Logic - New Customer - 03315","Qualification","New Customer","25300.95","26","2025-10-19","External Referral","#N/A","#N/A"
"006Ka00000Yv623IAB","Matrix Solutions - New Customer - 03316","Prospecting","New Customer","9268.64","8","2026-05-29","Web","#N/A","#N/A"
"006Ka00000Yv624IAB","Nova Digital - Existing Customer - Replacement - 03317","Proposal/Price Quote","Existing Customer - Replacement","21496.82","66","2025-10-22","Web","#N/A","#N/A"
"006Ka00000Yv625IAB","Matrix Works - Existing Customer - Downgrade - 03318","Needs Analysis","Existing Customer - Downgrade","1909.64","25","2025-09-15","Partner Referral","#N/A","#N/A"
"006Ka00000Yv626IAB","Pinnacle Technologies - New Customer - 03319","Closed Lost","New Customer","32775.4","2","2025-09-22","Employee Referral","#N/A","#N/A"
"006Ka00000Yv627IAB","Apex Analytics - New Customer - 03320","Perception Analysis","New Customer","5631.11","61","2026-04-24","Employee Referral","#N/A","#N/A"
"006Ka00000Yv628IAB","Helix Services - Existing Customer - Replacement - 03321","Proposal/Price Quote","Existing Customer - Replacement","53223.81","69","2026-07-07","External Referral","#N/A","#N/A"
"006Ka00000Yv629IAB","Zenith Services - Existing Customer - Upgrade - 03322","Closed Lost","Existing Customer - Upgrade","70336","3","2025-10-17","Web","#N/A","#N/A"
"006Ka00000Yv62AIAR","Zenith Digital - Existing Customer - Upgrade - 03323","Perception Analysis","Existing Customer - Upgrade","167644.36","70","2026-07-31","Employee Referral","#N/A","#N/A"
"006Ka00000Yv62BIAR","Nova Dynamics - Existing Customer - Replacement - 03324","Perception Analysis","Existing Customer - Replacement","264716.98","70","2025-12-31","Trade Show","#N/A","#N/A"
"006Ka00000Yv62CIAR","Cipher Digital - Existing Customer - Downgrade - 03325","Negotiation/Review","Existing Customer - Downgrade","63939.63","70","2025-04-03","Partner Referral","#N/A","#N/A"
"006Ka00000Yv62DIAR","Flux Logic - Existing Customer - Upgrade - 03326","Id. Decision Makers","Existing Customer - Upgrade","79079.84","49","2026-03-06","Partner Referral","#N/A","#N/A"
"006Ka00000Yv62EIAR","Cipher Analytics - Existing Customer - Replacement - 03327","Qualification","Existing Customer - Replacement","22262.49","25","2026-01-12","Employee Referral","#N/A","#N/A"
"006Ka00000Yv62FIAR","Forge Industries - New Customer - 03328","Id. Decision Makers","New Customer","44152.45","46","2026-06-02","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv62GIAR","Horizon Enterprises - New Customer - 03329","Negotiation/Review","New Customer","83005.19","84","2026-01-23","External Referral","#N/A","#N/A"
"006Ka00000Yv62HIAR","Flux Enterprises - Existing Customer - Replacement - 03330","Closed Won","Existing Customer - Replacement","106118.12","99","2026-07-08","Purchased List","#N/A","#N/A"
"006Ka00000Yv62IIAR","Peak Technologies - Existing Customer - Replacement - 03331","Needs Analysis","Existing Customer - Replacement","424853.72","22","2025-03-31","Web","#N/A","#N/A"
"006Ka00000Yv62JIAR","Ember Logic - New Customer - 03332","Needs Analysis","New Customer","74285.08","31","2025-05-12","Employee Referral","#N/A","#N/A"
"006Ka00000Yv62KIAR","Zenith Corp - Existing Customer - Upgrade - 03333","Value Proposition","Existing Customer - Upgrade","53312.48","48","2026-06-10","External Referral","#N/A","#N/A"
"006Ka00000Yv62LIAR","Summit Dynamics - Existing Customer - Upgrade - 03334","Proposal/Price Quote","Existing Customer - Upgrade","62277.78","62","2025-10-21","Phone Inquiry","#N/A","#N/A"
"006Ka00000Yv62MIAR","Atlas Services - Existing Customer - Downgrade - 03335","Needs Analysis","Existing Customer - Downgrade","111112.93","28","2025-10-13","Purchased List","#N/A","#N/A"
"006Ka00000Yv62NIAR","Quantum Partners - Existing Customer - Upgrade - 03336","Needs Analysis","Existing Customer - Upgrade","561018.66","29","2025-07-11","Employee Referral","#N/A","#N/A"
"006Ka00000Yv62OIAR","Meridian Innovations - Existing Customer - Downgrade - 03337","Needs Analysis","Existing Customer - Downgrade","28113.31","35","2026-06-09","Employee Referral","#N/A","#N/A"
